"Key","Event-Id","Investigation_Type","Event_Date","Country","Airport_Code","Injury_Severity","Aircraft_Damage","airport_id","airport","city","state","lat","long"
78728,"20001214X42242","Accident","1983-02-15","United States","SFO","Non-Fatal","Substantial","SFO","San Francisco International","San Francisco","CA","37.61900194","-122.3748433"
78734,"20001214X42179","Accident","1983-02-15","United States","FSD","Non-Fatal","Destroyed","FSD","Joe Foss ","Sioux Falls","SD","43.58135111","-96.74170028"
78736,"20001214X42176","Accident","1983-02-15","United States","ASE","Fatal(4)","Destroyed","ASE","Aspen-Pitkin Co/Sardy ","Aspen","CO","39.22316","-106.868845"
78740,"20001214X42127","Accident","1983-02-15","United States","PAH","Non-Fatal","Substantial","PAH","Barkley Regional","Paducah","KY","37.06083333","-88.77375"
78756,"20001214X42146","Accident","1983-02-13","United States","IND","Non-Fatal","Destroyed","IND","Indianapolis International","Indianapolis","IN","39.71732917","-86.29438417"
78762,"20001214X42205","Accident","1983-02-12","United States","TYR","Non-Fatal","Substantial","TYR","Tyler Pounds ","Tyler","TX","32.35413889","-95.40238611"
78779,"20001214X42200","Accident","1983-02-11","United States","HOU","Non-Fatal","Substantial","HOU","William P Hobby","Houston","TX","29.64541861","-95.27888889"
78799,"20001214X42173","Incident","1983-02-07","United States","GSP","Incident","Minor","GSP","Greenville-Spartanburg","Greer","SC","34.89566722","-82.21885833"
78805,"20001214X42191","Accident","1983-02-06","United States","HOU","Non-Fatal","Destroyed","HOU","William P Hobby","Houston","TX","29.64541861","-95.27888889"
78806,"20001214X42191","Accident","1983-02-06","United States","HOU","Non-Fatal","Substantial","HOU","William P Hobby","Houston","TX","29.64541861","-95.27888889"
78809,"20001214X42123","Accident","1983-02-06","United States","CHS","Non-Fatal","Substantial","CHS","Charleston AFB/International","Charleston","SC","32.89864639","-80.04050583"
78817,"20001214X42121","Accident","1983-02-05","United States","GSO","Non-Fatal","Destroyed","GSO","Piedmont Triad International","Greensboro","NC","36.09774694","-79.9372975"
78823,"20001214X42153","Accident","1983-02-04","United States","MDW","Non-Fatal","Substantial","MDW","Chicago Midway","Chicago","IL","41.7859825","-87.75242444"
78832,"20001214X42292","Accident","1983-02-02","United States","AVP","Non-Fatal","Substantial","AVP","Wilkes-Barre/Scranton Intl","Wilkes-Barre/Scranton","PA","41.33814944","-75.72426750000001"
78833,"20001214X42305","Accident","1983-02-01","United States","MFR","Non-Fatal","Destroyed","MFR","Rogue Valley International","Medford","OR","42.37422778","-122.8734978"
78837,"20001214X42061","Accident","1983-01-31","United States","CID","Non-Fatal",NULL,"CID","Eastern Iowa ","Cedar Rapids","IA","41.88458833","-91.71087222"
78870,"20001214X41936","Accident","1983-01-28","United States","TYS","Non-Fatal","Substantial","TYS","McGhee-Tyson","Knoxville","TN","35.81248722","-83.99285583"
78884,"20001214X42077","Incident","1983-01-24","United States","PHL","Incident","Minor","PHL","Philadelphia Intl","Philadelphia","PA","39.87195278","-75.24114083"
78888,"20001214X42042","Accident","1983-01-23","United States","BUR","Fatal(2)","Destroyed","BUR","Burbank-Glendale-Pasadena","Burbank","CA","34.20061917","-118.3584969"
78890,"20001214X42025","Incident","1983-01-23","United States","SAN","Incident","Minor","SAN","San Diego International-Lindbergh ","San Diego","CA","32.73355611","-117.1896567"
78901,"20001214X42006","Accident","1983-01-20","United States","LBB","Non-Fatal","Substantial","LBB","Lubbock International","Lubbock","TX","33.66363889","-101.8227778"
78915,"20001214X42019","Accident","1983-01-18","United States","PSP","Fatal(3)","Destroyed","PSP","Palm Springs International","Palm Springs","CA","33.82921556","-116.5062531"
78916,"20001214X41978","Accident","1983-01-18","United States","BIL","Non-Fatal","Substantial","BIL","Billings Logan Intl","Billings","MT","45.8076625","-108.54286110000001"
78919,"20001214X42097","Accident","1983-01-17","United States","PIH","Non-Fatal","Substantial","PIH","Pocatello Regional","Pocatello","ID","42.91130556","-112.59586110000001"
78925,"20001214X42024","Incident","1983-01-16","United States","LAX","Incident","Minor","LAX","Los Angeles International","Los Angeles","CA","33.94253611","-118.40807439999999"
78943,"20001214X41955","Accident","1983-01-14","United States","GRB","Non-Fatal","Substantial","GRB","Austin Straubel International","Green Bay","WI","44.48507333","-88.12959000000001"
78945,"20001214X41946","Incident","1983-01-13","United States","ORD","Incident","Minor","ORD","Chicago O'Hare International","Chicago","IL","41.979595","-87.90446417"
78950,"20001214X42089","Accident","1983-01-12","United States","RDM","Non-Fatal","Substantial","RDM","Roberts ","Redmond","OR","44.25406722","-121.1499633"
78955,"20001214X41992","Incident","1983-01-11","United States","IAH","Incident",NULL,"IAH","George Bush Intercontinental","Houston","TX","29.98047222","-95.33972222"
78956,"20001214X41968","Accident","1983-01-11","United States","DTW","Fatal(3)","Destroyed","DTW","Detroit Metropolitan-Wayne County","Detroit","MI","42.21205889","-83.34883583"
78959,"20001214X42062","Incident","1983-01-10","United States","STL","Incident","Minor","STL","Lambert-St Louis International","St Louis","MO","38.74768694","-90.35998972"
78985,"20001214X42005","Accident","1983-01-07","United States","HOU","Non-Fatal","Substantial","HOU","William P Hobby","Houston","TX","29.64541861","-95.27888889"
79008,"20001214X42021","Accident","1983-01-04","United States","PHX","Non-Fatal","Substantial","PHX","Phoenix Sky Harbor International","Phoenix","AZ","33.43416667","-112.00805559999999"
79056,"20020917X04383","Accident","1982-12-30","United States","CHS","Non-Fatal","Substantial","CHS","Charleston AFB/International","Charleston","SC","32.89864639","-80.04050583"
79067,"20020917X04537","Accident","1982-12-27","United States","ASE","Fatal(1)","Destroyed","ASE","Aspen-Pitkin Co/Sardy ","Aspen","CO","39.22316","-106.868845"
79073,"20020917X04672","Incident","1982-12-26","United States","MEM","Incident","Minor","MEM","Memphis International","Memphis","TN","35.04241667","-89.97666667"
79085,"20020917X04982","Accident","1982-12-24","United States","DBQ","Fatal(2)","Destroyed","DBQ","Dubuque Municipal","Dubuque","IA","42.40295944","-90.70916722"
79102,"20020917X04721","Accident","1982-12-21","United States","LIT","Non-Fatal","Substantial","LIT","Adams ","Little Rock","AR","34.72939611","-92.22424556"
79109,"20020917X04720","Accident","1982-12-20","United States","LIT","Non-Fatal","Substantial","LIT","Adams ","Little Rock","AR","34.72939611","-92.22424556"
79110,"20020917X04577","Accident","1982-12-20","United States","GCC","Non-Fatal","Substantial","GCC","Gillette-Campbell County","Gillette","WY","44.34889806","-105.5393614"
79111,"20020917X04378","Accident","1982-12-20","United States","CAE","Non-Fatal","Substantial","CAE","Columbia Metropolitan","Columbia","SC","33.93884","-81.11953944"
79134,"20020917X04575","Accident","1982-12-17","United States","BIL","Non-Fatal","Substantial","BIL","Billings Logan Intl","Billings","MT","45.8076625","-108.54286110000001"
79149,"20020917X04375","Accident","1982-12-14","United States","CAE","Non-Fatal","Substantial","CAE","Columbia Metropolitan","Columbia","SC","33.93884","-81.11953944"
79170,"20020917X05099","Accident","1982-12-11","United States","SWF","Non-Fatal","Substantial","SWF","Stewart","Newburgh","NY","41.50409361","-74.10483833"
79177,"20020917X04289","Accident","1982-12-11","United States","SAV","Fatal(4)","Destroyed","SAV","Savannah International","Savannah","GA","32.12758333","-81.20213889"
79198,"20020917X04832","Accident","1982-12-07","United States","SFO","Non-Fatal","Substantial","SFO","San Francisco International","San Francisco","CA","37.61900194","-122.3748433"
79202,"20020917X04494","Accident","1982-12-07","United States","IAD","Non-Fatal","Substantial","IAD","Washington Dulles International","Chantilly","VA","38.94453194","-77.45580972"
79206,"20020917X04915","Incident","1982-12-06","United States","SRQ","Incident","Minor","SRQ","Sarasota Bradenton International","Sarasota","FL","27.39533333","-82.55411111"
79210,"20020917X04644","Accident","1982-12-06","United States","FSM","Fatal(2)","Destroyed","FSM","Fort Smith Regional","Fort Smith","AR","35.33659028","-94.36744111"
79222,"20020917X04978","Accident","1982-12-04","United States","MCI","Non-Fatal","Substantial","MCI","Kansas City International","Kansas City","MO","39.29760528","-94.71390556"
79238,"20020917X05142","Incident","1982-12-01","United States","BOI","Incident",NULL,"BOI","Boise Air Terminal","Boise","ID","43.56444444","-116.22277779999999"
79246,"20020917X04535","Accident","1982-11-30","United States","FSD","Fatal(2)","Destroyed","FSD","Joe Foss ","Sioux Falls","SD","43.58135111","-96.74170028"
79262,"20020917X04910","Accident","1982-11-27","United States","MIA","Non-Fatal","Substantial","MIA","Miami International","Miami","FL","25.79325","-80.29055556"
79283,"20020917X05096","Accident","1982-11-24","United States","MDT","Non-Fatal","Substantial","MDT","Harrisburg Intl","Harrisburg","PA","40.19349528","-76.76340361"
79293,"20020917X04669","Incident","1982-11-22","United States","LIT","Incident","Minor","LIT","Adams ","Little Rock","AR","34.72939611","-92.22424556"
79298,"20020917X04363","Accident","1982-11-22","United States","RIC","Non-Fatal",NULL,"RIC","Richmond International","Richmond","VA","37.50516667","-77.31966667"
79327,"20020917X04302","Accident","1982-11-20","United States","ATL","Non-Fatal","Destroyed","ATL","William B Hartsfield-Atlanta Intl","Atlanta","GA","33.64044444","-84.42694444"
79329,"20020917X04834","Incident","1982-11-19","United States","SNA","Incident",NULL,"SNA","John Wayne /Orange Co","Santa Ana","CA","33.67565861","-117.86822250000002"
79353,"20020917X05010","Accident","1982-11-16","United States","DBQ","Non-Fatal","Substantial","DBQ","Dubuque Municipal","Dubuque","IA","42.40295944","-90.70916722"
79366,"20020917X04936","Accident","1982-11-14","United States","PNS","Non-Fatal","Substantial","PNS","Pensacola Regional","Pensacola","FL","30.47330556","-87.18744444"
79378,"20020917X04973","Accident","1982-11-12","United States","ICT","Non-Fatal","Substantial","ICT","Wichita Mid-Continent","Wichita","KS","37.64995889","-97.43304583"
79399,"20020917X04785","Accident","1982-11-09","United States","PHX","Fatal(1)","Destroyed","PHX","Phoenix Sky Harbor International","Phoenix","AZ","33.43416667","-112.00805559999999"
79407,"20020917X04358","Accident","1982-11-08","United States","BHM","Non-Fatal","Substantial","BHM","Birmingham International","Birmingham","AL","33.56294306","-86.75354972"
79414,"20020917X04656","Accident","1982-11-07","United States","TUL","Non-Fatal","Substantial","TUL","Tulsa International","Tulsa","OK","36.19837222","-95.88824167"
79425,"20020917X05004","Accident","1982-11-06","United States","DSM","Non-Fatal","Substantial","DSM","Des Moines International","Des Moines","IA","41.53493306","-93.66068222"
79440,"20020917X04855","Accident","1982-11-05","United States","SFO","Non-Fatal","Substantial","SFO","San Francisco International","San Francisco","CA","37.61900194","-122.3748433"
79448,"20020917X05005","Accident","1982-11-03","United States","MCI","Non-Fatal","Substantial","MCI","Kansas City International","Kansas City","MO","39.29760528","-94.71390556"
79450,"20020917X04298","Accident","1982-11-03","United States","CHA","Non-Fatal","Substantial","CHA","Lovell ","Chattanooga","TN","35.03526833","-85.20378778"
79473,"20020917X04639","Accident","1982-10-31","United States","BTR","Fatal(3)","Destroyed","BTR","Baton Rouge Metropolitan, Ryan ","Baton Rouge","LA","30.53316083","-91.14963444"
79491,"20020917X04693","Accident","1982-10-28","United States","MFE","Non-Fatal","Substantial","MFE","McAllen Miller International","McAllen","TX","26.17583333","-98.23861111"
79493,"20020917X04459","Accident","1982-10-28","United States","CMH","Non-Fatal","Substantial","CMH","Port Columbus Intl","Columbus","OH","39.99798528","-82.89188278"
79501,"20020917X04931","Accident","1982-10-26","United States","DAB","Non-Fatal","Substantial","DAB","Daytona Beach International","Daytona Beach","FL","29.17991667","-81.05805556"
79524,"20020917X04691","Accident","1982-10-23","United States","ABI","Non-Fatal","Substantial","ABI","Abilene Regional","Abilene","TX","32.41132","-99.68189722"
79532,"20020917X05152","Accident","1982-10-22","United States","RDM","Non-Fatal","Substantial","RDM","Roberts ","Redmond","OR","44.25406722","-121.1499633"
79553,"20020917X04905","Accident","1982-10-18","United States","FLL","Fatal(1)","Destroyed","FLL","Fort Lauderdale-Hollywood Int'l","Ft. Lauderdale","FL","26.07258333","-80.15275"
79558,"20020917X04495","Incident","1982-10-18","United States","HOU","Incident","Minor","HOU","William P Hobby","Houston","TX","29.64541861","-95.27888889"
79565,"20020917X04845","Accident","1982-10-17","United States","RNO","Non-Fatal","Destroyed","RNO","Reno/Tahoe International","Reno","NV","39.49857611","-119.76806470000001"
79568,"20020917X04455","Accident","1982-10-17","United States","IND","Non-Fatal","Substantial","IND","Indianapolis International","Indianapolis","IN","39.71732917","-86.29438417"
79581,"20020917X04780","Accident","1982-10-15","United States","PSP","Non-Fatal","Substantial","PSP","Palm Springs International","Palm Springs","CA","33.82921556","-116.5062531"
79603,"20020917X04924","Accident","1982-10-11","United States","SRQ","Non-Fatal","Substantial","SRQ","Sarasota Bradenton International","Sarasota","FL","27.39533333","-82.55411111"
79605,"20020917X04684","Accident","1982-10-11","United States","SAT","Non-Fatal","Substantial","SAT","San Antonio International","San Antonio","TX","29.53369444","-98.46977778"
79626,"20020917X04292","Accident","1982-10-09","United States","MGM","Non-Fatal","Substantial","MGM","Montgomery Regional Apt","Montgomery","AL","32.30064417","-86.39397611"
79638,"20020917X04554","Accident","1982-10-07","United States","GCC","Non-Fatal","Substantial","GCC","Gillette-Campbell County","Gillette","WY","44.34889806","-105.5393614"
79671,"20020917X04839","Accident","1982-10-03","United States","SNA","Non-Fatal","Substantial","SNA","John Wayne /Orange Co","Santa Ana","CA","33.67565861","-117.86822250000002"
79680,"20020917X04673","Accident","1982-10-03","United States","ABQ","Non-Fatal","Substantial","ABQ","Albuquerque International","Albuquerque","NM","35.04022222","-106.6091944"
79681,"20001218X45445","Incident","1982-10-03","United States","MSY","Incident",NULL,"MSY","New Orleans International ","New Orleans","LA","29.99338889","-90.25802778"
79689,"20020917X04836","Accident","1982-10-02","United States","PSP","Non-Fatal","Substantial","PSP","Palm Springs International","Palm Springs","CA","33.82921556","-116.5062531"
79715,"20020917X04623","Accident","1982-09-30","United States","MAF","Non-Fatal","Substantial","MAF","Midland International","Midland","TX","31.94252778","-102.20191390000001"
79751,"20020917X04515","Accident","1982-09-26","United States","RKS","Non-Fatal","Substantial","RKS","Rock Springs-Sweetwater County","Rock Springs","WY","41.5942175","-109.0651928"
79769,"20020917X04617","Accident","1982-09-24","United States","ABQ","Non-Fatal","Substantial","ABQ","Albuquerque International","Albuquerque","NM","35.04022222","-106.6091944"
79848,"20020917X04405","Accident","1982-09-17","United States","IND","Non-Fatal","Substantial","IND","Indianapolis International","Indianapolis","IN","39.71732917","-86.29438417"
79882,"20020917X04526","Incident","1982-09-13","United States","DEN","Incident","Minor","DEN","Denver Intl","Denver","CO","39.85840806","-104.6670019"
79890,"20020917X04603","Accident","1982-09-12","United States","CRP","Non-Fatal","Substantial","CRP","Corpus Christi International","Corpus Christi","TX","27.77036083","-97.50121528"
79893,"20020917X04497","Accident","1982-09-12","United States","HDN","Fatal(6)","Destroyed","HDN","Yampa Valley","Hayden","CO","40.48118028","-107.21765970000001"
79938,"20020917X05109","Accident","1982-09-08","United States","TWF","Non-Fatal","Substantial","TWF","Joslin Field - Magic Valley","Twin Falls","ID","42.48180389","-114.4877356"
79948,"20020917X04595","Accident","1982-09-07","United States","TUL","Non-Fatal","Substantial","TUL","Tulsa International","Tulsa","OK","36.19837222","-95.88824167"
79976,"20020917X04736","Accident","1982-09-05","United States","RNO","Non-Fatal","Substantial","RNO","Reno/Tahoe International","Reno","NV","39.49857611","-119.76806470000001"
79986,"20020917X04733","Accident","1982-09-04","United States","BUR","Non-Fatal","Substantial","BUR","Burbank-Glendale-Pasadena","Burbank","CA","34.20061917","-118.3584969"
80004,"20020917X04518","Accident","1982-09-03","United States","BIL","Fatal(1)","Destroyed","BIL","Billings Logan Intl","Billings","MT","45.8076625","-108.54286110000001"
80019,"20020917X04491","Incident","1982-09-02","United States","DCA","Incident",NULL,"DCA","Ronald Reagan Washington National","Arlington","VA","38.85208333","-77.03772222"
80031,"20020917X04422","Incident","1982-09-01","United States","ATW","Incident","Minor","ATW","Outagamie County Regional","Appleton","WI","44.25740806","-88.51947556"
80042,"20020917X03627","Accident","1982-08-31","United States","SJC","Non-Fatal","Substantial","SJC","San Jose International","San Jose","CA","37.36186194","-121.92900890000001"
80057,"20020917X03038","Accident","1982-08-30","United States","MDW","Non-Fatal","Substantial","MDW","Chicago Midway","Chicago","IL","41.7859825","-87.75242444"
80067,"20020917X03878","Accident","1982-08-29","United States","OMA","Fatal(2)","Destroyed","OMA","Eppley Airfield","Omaha","NE","41.30251861","-95.89417306"
80075,"20020917X02821","Accident","1982-08-29","United States","BQK","Non-Fatal","Substantial","BQK","Glynco Jetport","Brunswick","GA","31.25902778","-81.46630556"
80082,"20020917X03623","Accident","1982-08-28","United States","MRY","Non-Fatal","Substantial","MRY","Monterey Peninsula","Monterey","CA","36.5869825","-121.84294779999999"
80095,"20020917X04161","Accident","1982-08-27","United States","BOI","Non-Fatal","Destroyed","BOI","Boise Air Terminal","Boise","ID","43.56444444","-116.22277779999999"
80150,"20020917X03190","Accident","1982-08-22","United States","BIS","Non-Fatal","Substantial","BIS","Bismarck Municipal","Bismarck","ND","46.77411111","-100.74672220000001"
80203,"20020917X03858","Accident","1982-08-18","United States","MHK","Non-Fatal","Substantial","MHK","Manhattan Regional","Manhattan","KS","39.14096722","-96.67083278"
80212,"20020917X04150","Accident","1982-08-17","United States","BLI","Non-Fatal","Substantial","BLI","Bellingham Intl","Bellingham","WA","48.79275","-122.53752779999999"
80213,"20020917X04144","Accident","1982-08-17","United States","MFR","Non-Fatal","Substantial","MFR","Rogue Valley International","Medford","OR","42.37422778","-122.8734978"
80230,"20020917X03774","Accident","1982-08-16","United States","PIE","Non-Fatal","Substantial","PIE","St. Petersburg-Clearwater International","St. Petersburg","FL","27.91076333","-82.68743944"
80233,"20020917X03513","Incident","1982-08-16","United States","ELP","Incident","Minor","ELP","El Paso International","El Paso","TX","31.80666667","-106.37780559999999"
80241,"20020917X04142","Accident","1982-08-15","United States","RDM","Non-Fatal","Destroyed","RDM","Roberts ","Redmond","OR","44.25406722","-121.1499633"
80246,"20020917X03609","Accident","1982-08-15","United States","OAK","Non-Fatal","Substantial","OAK","Metropolitan Oakland International","Oakland","CA","37.72129083","-122.22071670000001"
80251,"20020917X03403","Accident","1982-08-15","United States","SAF","Non-Fatal","Substantial","SAF","Santa Fe Municipal","Santa Fe","NM","35.61677778","-106.08813889999999"
80253,"20020917X03182","Accident","1982-08-15","United States","COS","Non-Fatal","Substantial","COS","City of Colorado Springs Muni","Colorado Springs","CO","38.80580556","-104.70025"
80300,"20020917X02808","Accident","1982-08-12","United States","BHM","Non-Fatal","Substantial","BHM","Birmingham International","Birmingham","AL","33.56294306","-86.75354972"
80316,"20020917X03603","Accident","1982-08-10","United States","LGB","Non-Fatal","Substantial","LGB","Long Beach (Daugherty )","Long Beach","CA","33.81772222","-118.1516111"
80377,"20020917X03240","Incident","1982-08-05","United States","DEN","Incident","Minor","DEN","Denver Intl","Denver","CO","39.85840806","-104.6670019"
80379,"20020917X03173","Accident","1982-08-05","United States","BIL","Non-Fatal","Substantial","BIL","Billings Logan Intl","Billings","MT","45.8076625","-108.54286110000001"
80393,"20020917X02849","Accident","1982-08-04","United States","RDU","Non-Fatal","Destroyed","RDU","Raleigh-Durham International","Raleigh","NC","35.87763889","-78.78747222"
80436,"20020917X02798","Accident","1982-08-01","United States","GSP","Non-Fatal","Substantial","GSP","Greenville-Spartanburg","Greer","SC","34.89566722","-82.21885833"
80438,"20020917X04134","Accident","1982-07-31","United States","LMT","Non-Fatal","Substantial","LMT","Klamath Falls International","Klamath Falls","OR","42.15614361","-121.7332081"
80487,"20020917X04067","Incident","1982-07-28","United States","LGA","Incident","Minor","LGA","LaGuardia","New York","NY","40.77724306","-73.87260917"
80490,"20020917X03376","Accident","1982-07-28","United States","ABI","Non-Fatal","Substantial","ABI","Abilene Regional","Abilene","TX","32.41132","-99.68189722"
80530,"20020917X03168","Accident","1982-07-25","United States","GUC","Non-Fatal","Substantial","GUC","Gunnison County","Gunnison","CO","38.53396333","-106.9331817"
80546,"20020917X03969","Accident","1982-07-24","United States","JFK","Non-Fatal","Substantial","JFK","John F Kennedy Intl","New York","NY","40.63975111","-73.77892556"
80579,"20020917X03368","Accident","1982-07-22","United States","AUS","Non-Fatal","Substantial","AUS","Austin-Bergstrom International","Austin","TX","30.19453278","-97.66987194"
80607,"20020917X03682","Accident","1982-07-20","United States","OAK","Non-Fatal","Substantial","OAK","Metropolitan Oakland International","Oakland","CA","37.72129083","-122.22071670000001"
80610,"20020917X03160","Accident","1982-07-20","United States","BIL","Non-Fatal","Substantial","BIL","Billings Logan Intl","Billings","MT","45.8076625","-108.54286110000001"
80614,"20020917X02784","Accident","1982-07-20","United States","BHM","Non-Fatal","Substantial","BHM","Birmingham International","Birmingham","AL","33.56294306","-86.75354972"
80657,"20020917X03680","Accident","1982-07-16","United States","RNO","Fatal(1)","Destroyed","RNO","Reno/Tahoe International","Reno","NV","39.49857611","-119.76806470000001"
80658,"20020917X03677","Accident","1982-07-16","United States","SNA","Non-Fatal","Substantial","SNA","John Wayne /Orange Co","Santa Ana","CA","33.67565861","-117.86822250000002"
80670,"20020917X03965","Accident","1982-07-15","United States","ALB","Non-Fatal","Substantial","ALB","Albany Cty","Albany","NY","42.74811944","-73.80297861"
80691,"20020917X02778","Accident","1982-07-14","United States","SAV","Non-Fatal","Substantial","SAV","Savannah International","Savannah","GA","32.12758333","-81.20213889"
80705,"20020917X04114","Accident","1982-07-12","United States","EUG","Non-Fatal","Substantial","EUG","Mahlon Sweet ","Eugene","OR","44.123259999999995","-123.21868559999999"
80749,"20020917X03577","Accident","1982-07-09","United States","RNO","Non-Fatal","Substantial","RNO","Reno/Tahoe International","Reno","NV","39.49857611","-119.76806470000001"
80751,"20020917X03351","Accident","1982-07-09","United States","AUS","Non-Fatal","Substantial","AUS","Austin-Bergstrom International","Austin","TX","30.19453278","-97.66987194"
80752,"20020917X03351","Accident","1982-07-09","United States","AUS","Non-Fatal","Substantial","AUS","Austin-Bergstrom International","Austin","TX","30.19453278","-97.66987194"
80765,"20020917X04108","Accident","1982-07-08","United States","BLI","Non-Fatal","Substantial","BLI","Bellingham Intl","Bellingham","WA","48.79275","-122.53752779999999"
80766,"20020917X03674","Accident","1982-07-08","United States","BUR","Non-Fatal","Substantial","BUR","Burbank-Glendale-Pasadena","Burbank","CA","34.20061917","-118.3584969"
80785,"20020917X04180","Incident","1982-07-05","United States","BOI","Incident","Minor","BOI","Boise Air Terminal","Boise","ID","43.56444444","-116.22277779999999"
80786,"20020917X04065","Incident","1982-07-05","United States","LGA","Incident","Minor","LGA","LaGuardia","New York","NY","40.77724306","-73.87260917"
80787,"20020917X03950","Accident","1982-07-05","United States","HPN","Non-Fatal","Substantial","HPN","Westchester Cty","White Plains","NY","41.06695778","-73.70757444"
80797,"20020917X03108","Accident","1982-07-05","United States","DEN","Fatal(2)","Destroyed","DEN","Denver Intl","Denver","CO","39.85840806","-104.6670019"
80842,"20020917X03754","Accident","1982-07-02","United States","PIE","Non-Fatal","Substantial","PIE","St. Petersburg-Clearwater International","St. Petersburg","FL","27.91076333","-82.68743944"
80873,"20020917X03330","Accident","1982-06-30","United States","LBB","Non-Fatal","Substantial","LBB","Lubbock International","Lubbock","TX","33.66363889","-101.8227778"
80879,"20020917X03572","Accident","1982-06-29","United States","FAT","Non-Fatal","Substantial","FAT","Fresno Yosemite International","Fresno","CA","36.77619444","-119.7181389"
80893,"20020917X04104","Accident","1982-06-27","United States","TWF","Non-Fatal","Substantial","TWF","Joslin Field - Magic Valley","Twin Falls","ID","42.48180389","-114.4877356"
80900,"20020917X03751","Accident","1982-06-27","United States","PBI","Non-Fatal","Substantial","PBI","Palm Beach International","West Palm Beach","FL","26.68316194","-80.09559417"
80907,"20020917X02963","Accident","1982-06-27","United States","BMI","Non-Fatal","Substantial","BMI","Central Illinois Regional","Bloomington","IL","40.47798556","-88.91595278"
80918,"20020917X03514","Accident","1982-06-26","United States","SJC","Fatal(3)","Destroyed","SJC","San Jose International","San Jose","CA","37.36186194","-121.92900890000001"
80919,"20020917X03514","Accident","1982-06-26","United States","SJC","Fatal(3)","Destroyed","SJC","San Jose International","San Jose","CA","37.36186194","-121.92900890000001"
81004,"20020917X03746","Accident","1982-06-19","United States","PIE","Non-Fatal","Substantial","PIE","St. Petersburg-Clearwater International","St. Petersburg","FL","27.91076333","-82.68743944"
81029,"20020917X03661","Accident","1982-06-18","United States","FAT","Non-Fatal","Destroyed","FAT","Fresno Yosemite International","Fresno","CA","36.77619444","-119.7181389"
81031,"20020917X03135","Accident","1982-06-18","United States","GFK","Non-Fatal","Substantial","GFK","Grand Forks International","Grand Forks","ND","47.949255","-97.17611111"
81101,"20020917X03713","Accident","1982-06-12","United States","ACV","Non-Fatal","Substantial","ACV","Arcata","Arcata/Eureka","CA","40.97811528","-124.1086189"
81142,"20020917X03238","Incident","1982-06-08","United States","GCC","Incident",NULL,"GCC","Gillette-Campbell County","Gillette","WY","44.34889806","-105.5393614"
81160,"20020917X03783","Accident","1982-06-06","United States","PIE","Non-Fatal","Destroyed","PIE","St. Petersburg-Clearwater International","St. Petersburg","FL","27.91076333","-82.68743944"
81199,"20020917X03928","Accident","1982-06-02","United States","SYR","Non-Fatal","Substantial","SYR","Syracuse-Hancock Intl","Syracuse","NY","43.11118694","-76.10631056"
81216,"20020917X03128","Accident","1982-06-01","United States","GUC","Non-Fatal","Substantial","GUC","Gunnison County","Gunnison","CO","38.53396333","-106.9331817"
81256,"20020917X02937","Accident","1982-05-29","United States","DTW","Non-Fatal","Substantial","DTW","Detroit Metropolitan-Wayne County","Detroit","MI","42.21205889","-83.34883583"
81257,"20020917X02835","Accident","1982-05-29","United States","ORF","Non-Fatal","Substantial","ORF","Norfolk International","Norfolk","VA","36.89461111","-76.20122222"
81258,"20020917X02743","Accident","1982-05-29","United States","TRI","Non-Fatal","Substantial","TRI","Tri-Cities Regional","Bristol","TN","36.47521417","-82.40742056"
81264,"20020917X03629","Accident","1982-05-28","United States","PSP","Non-Fatal","Minor","PSP","Palm Springs International","Palm Springs","CA","33.82921556","-116.5062531"
81265,"20020917X03551","Accident","1982-05-28","United States","PHX","Non-Fatal","Substantial","PHX","Phoenix Sky Harbor International","Phoenix","AZ","33.43416667","-112.00805559999999"
81287,"20020917X02934","Accident","1982-05-27","United States","SPI","Non-Fatal","Substantial","SPI","Capital","Springfield","IL","39.84395194","-89.67761861"
81293,"20020917X03653","Accident","1982-05-26","United States","SFO","Non-Fatal","Substantial","SFO","San Francisco International","San Francisco","CA","37.61900194","-122.3748433"
81298,"20020917X03127","Accident","1982-05-26","United States","GFK","Non-Fatal","Substantial","GFK","Grand Forks International","Grand Forks","ND","47.949255","-97.17611111"
81308,"20020917X02936","Accident","1982-05-25","United States","EVV","Non-Fatal","Substantial","EVV","Evansville Regional","Evansville","IN","38.03799139","-87.53062667"
81339,"20020917X03123","Accident","1982-05-22","United States","COS","Non-Fatal","Substantial","COS","City of Colorado Springs Muni","Colorado Springs","CO","38.80580556","-104.70025"
81343,"20020917X02737","Accident","1982-05-22","United States","MEM","Non-Fatal",NULL,"MEM","Memphis International","Memphis","TN","35.04241667","-89.97666667"
81351,"20020917X03122","Accident","1982-05-21","United States","GCC","Non-Fatal","Substantial","GCC","Gillette-Campbell County","Gillette","WY","44.34889806","-105.5393614"
81352,"20020917X03096","Incident","1982-05-21","United States","DAY","Incident",NULL,"DAY","James M Cox Dayton Intl","Dayton","OH","39.90237583","-84.219375"
81382,"20020917X03236","Incident","1982-05-18","United States","GCC","Incident","Minor","GCC","Gillette-Campbell County","Gillette","WY","44.34889806","-105.5393614"
81383,"20020917X03124","Accident","1982-05-18","United States","SLC","Non-Fatal","Substantial","SLC","Salt Lake City Intl","Salt Lake City","UT","40.78838778","-111.9777731"
